Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Name,Category,Description
10667,1.569573,0.654553,-0.191902,-0.331039,0.242019,-0.025659,-0.312300,0.945777,1.019003,1.072597,-2.495544,-0.102844,0.567025,-1.477174,-0.091358,-1.184229,0.657354,-1.164069,-0.127914,-2.178533,0.505894,-0.783664,-0.852912,-0.864345,-0.685481,-0.078256,1.567096,-2.284536,2.79,0,Telstra,Utilities,In-store payment
12181,-0.778013,-1.432647,-0.296493,-0.579004,2.373082,-0.844049,0.442836,-1.528650,-0.049024,-0.186343,0.383140,0.776827,0.532887,1.261588,-0.059133,0.518700,-0.732220,0.465476,1.506119,0.179001,1.105170,1.330823,-0.316816,-0.975132,-0.344505,0.022393,0.658942,0.384078,83.17,0,Subway,Food,
12481,-0.190582,1.106356,0.970006,-0.220204,0.989318,-0.037196,0.798017,-1.208454,1.774377,-0.134743,-1.702235,0.690037,-0.127481,-0.059883,0.081432,-0.023008,0.667836,-0.242058,0.581418,-1.138358,1.835905,0.636842,0.650635,1.006446,-0.549276,0.500651,0.848358,-0.721681,32.07,0,eBay AU,Other,
12823,-0.249233,1.511759,0.750348,-0.026657,0.172611,-1.509048,-0.632218,0.173194,-0.040085,0.336925,-0.203451,-0.228491,0.272133,-0.217821,-0.847241,1.250218,-1.835122,-1.184747,1.263701,1.049274,-0.499084,-0.241166,0.305648,-0.543300,0.006609,1.395634,0.126550,0.613623,10.78,0,RentPay AU,Rent,
14680,0.190121,1.169004,-1.899273,-0.450865,0.014575,-0.686873,-2.254694,1.859325,0.815910,0.439372,0.801796,-1.895539,1.411861,0.453367,-0.928952,1.886877,1.011608,1.536538,-1.317270,-0.681042,0.579747,0.067129,1.006542,0.641330,0.746114,-1.305114,-0.313015,-1.350600,57.99,0,KFC,Food,Direct debit
15292,0.584093,0.699701,-0.352611,0.740720,-0.709862,-0.280146,-0.499393,0.155184,0.196247,-0.307850,0.491718,-2.195977,-0.436809,-0.044889,-0.009951,-0.212969,0.309766,0.374796,1.954759,2.289971,-1.276930,1.605813,0.523589,0.453771,0.604439,-0.168591,1.344224,-0.071546,11.64,0,BP Service Station,Travel,
15867,1.054043,0.065098,-1.264448,-2.626541,1.211907,0.950960,-0.709495,1.458705,-0.466687,1.640157,2.065225,-1.322068,0.678919,-0.280917,-1.270228,-0.346583,-1.845365,-0.396004,-0.535482,-0.532444,-0.250442,0.567359,1.460515,0.806787,1.343397,-1.837678,-1.184972,-1.403805,76.95,0,Virgin Australia,Travel,
16323,-0.840038,-0.667400,-1.322395,0.116963,0.725531,-1.089253,-0.365890,-1.622349,-2.695348,0.963865,1.460219,1.583498,-1.435210,-0.621947,-0.409218,-2.516905,-0.768056,1.039602,1.135923,-1.007309,-0.709043,-1.243865,-1.193840,0.396684,0.321833,0.285457,0.689873,1.687374,82.87,0,Acme Corp Payroll,Salary,
16379,0.105639,0.185966,-0.049734,-0.141487,-1.285327,-2.412476,-0.328885,0.686064,1.764864,-1.613264,0.723114,-1.041507,-1.449928,-1.285119,-0.702097,-0.307290,0.232544,0.828018,-1.105074,-0.896443,2.139228,-0.669267,-0.036460,0.255523,-3.159305,-1.452952,-1.114033,-0.730944,36.66,0,Starbucks,Food,In-store payment
17910,-0.227471,1.162804,-0.328784,0.132524,-1.258433,-0.967138,-0.685258,-0.056555,1.104356,-0.655581,1.319310,-0.619852,-0.397780,1.061632,-0.294574,0.868582,1.855782,0.315050,-0.844682,0.631738,0.126745,1.591235,0.495615,-0.072481,0.876151,-0.099901,-0.387044,-0.686973,17.14,0,Coles,Food,
18907,0.452121,-0.899885,1.002310,0.262968,-0.826848,-0.407891,-0.204897,-1.381114,-1.548002,-0.708612,-0.369867,-0.119401,-2.183924,-0.722887,0.740522,0.760770,0.208214,-1.243563,-0.948937,-0.143385,-0.680350,1.579566,0.094369,-1.489783,1.976434,-1.187941,-0.236890,1.338617,24.25,0,GlobalSoft Ltd,Salary,
18912,-1.078949,-1.546535,-0.589621,1.021291,1.409666,1.614556,-1.722327,-0.901647,1.892196,-1.488718,-1.478245,-2.317811,0.455889,1.241068,0.267919,0.605984,-1.360092,-0.378132,1.521013,-1.705596,1.009998,-0.929605,-0.995877,0.497987,1.065567,1.824708,0.758192,0.370550,12.73,0,Uber,Travel,
20186,1.146681,1.042695,-1.013225,0.591219,-1.335685,0.048511,0.951608,1.059325,-2.005967,-1.255869,1.958387,1.277703,0.787902,-1.246167,-0.583279,1.283452,0.427886,1.922332,-0.921224,0.535931,1.611616,1.587585,1.003767,-1.473755,-0.719509,-1.320215,1.081695,1.222730,11.84,0,BP Service Station,Travel,
20809,-0.995138,-0.663809,0.839631,-0.942185,-1.573386,0.760737,-0.534807,-1.366569,0.595259,-0.009859,0.753425,0.900346,-0.926704,-0.776807,-1.949016,-2.785995,1.270569,-1.309560,-2.157573,-0.492129,-1.308261,-1.388706,-0.666583,0.077113,1.085705,0.426238,-0.147616,1.513129,81.33,0,AAMI,Insurance,Membership fee
22044,-1.448623,-1.341907,0.517960,-1.218364,1.082896,-2.134118,-0.479886,-2.695916,0.800098,1.280015,0.898338,-0.183978,1.066136,0.842486,-0.427875,0.997854,0.142451,1.749709,0.377601,-0.230606,0.099233,-0.672647,-0.179126,-1.364359,0.677532,0.138092,0.823634,0.180194,77.70,0,Woolworths,Food,
22950,-0.957042,0.766005,-1.541597,1.775564,-0.517358,0.604684,-0.976170,-0.446467,-0.503900,0.573774,0.540020,-0.790345,1.140176,-0.341769,0.180510,2.328436,0.542760,1.531596,-0.300913,-0.828340,-0.612612,-0.331367,-0.414845,-1.735764,0.168211,-0.552137,1.554307,0.887733,157.43,0,Event Cinemas,Entertainment,
23422,0.849285,-1.103342,0.601263,1.083562,-0.708425,-0.869335,-1.087045,-1.440546,-0.054004,1.305808,-1.067602,1.248106,-0.173000,-1.164168,-1.959024,-0.758724,-1.397705,0.005761,2.989584,1.277282,0.812968,0.957182,-0.483872,-0.267543,0.401874,-0.790588,1.811986,0.024870,8.47,0,AGL Energy,Utilities,Direct debit
23989,-0.950633,-1.073355,2.196946,0.438959,0.980960,2.473671,0.117395,-0.636313,0.787135,-0.084293,0.441663,0.573629,-0.271370,0.004119,0.835982,0.985640,1.508321,-0.130946,0.635873,0.048476,-0.312006,-0.657251,-1.571955,-2.035076,0.719494,0.332404,0.157066,-0.173511,1.80,0,Coles,Food,Online purchase
24064,-0.106745,-0.110471,-0.514095,-0.853158,0.033794,0.072851,-0.098271,-0.628669,-1.466379,0.492130,-0.133248,0.315160,1.785644,-2.476568,0.328161,-1.262622,-1.077689,-1.357378,-1.023745,0.453261,0.230927,0.718552,-1.588705,1.089744,-0.671790,-1.374392,0.315990,0.106357,25.58,0,IGA,Food,
24366,-0.808537,0.488642,0.562896,1.126677,-1.232465,-0.328766,-0.853111,-0.425408,-0.924704,1.960848,-1.844338,-1.020105,0.954814,-0.079236,-0.866258,0.258867,0.071170,-0.873953,-1.554577,-0.930950,0.220518,2.086437,0.055034,0.878096,-2.100637,0.598237,1.163831,-0.533773,10.62,0,Optus,Utilities,Membership fee
24468,1.206266,-1.156985,0.337250,0.029101,-1.773090,0.596439,-0.656010,-1.029333,0.860167,0.600133,-0.509581,-2.691479,-2.376033,-1.209391,-0.486476,0.023114,0.009358,0.591150,0.402640,-0.499828,-0.433802,0.157978,-0.541603,-0.597994,0.109262,-0.819597,0.149473,0.872337,29.59,0,Domino's Pizza,Food,
24540,-0.619679,1.229572,0.207384,0.805573,2.453265,-0.026525,0.610124,-0.197889,-0.484463,-0.586197,-0.316617,1.139292,-0.472948,-0.978600,-0.888301,1.707895,0.945741,-1.299349,-1.186031,2.544401,-0.456745,1.766774,-0.461212,-1.181923,0.564056,-0.068534,-0.349830,-0.240450,13.49,0,Northwind Industries,Salary,
25311,-1.553729,-0.347664,0.563284,-0.215701,0.866379,-0.812733,0.984555,-0.866319,-0.531904,0.085196,-0.959861,-1.128857,2.103281,-0.224651,0.604246,0.062814,0.594876,-0.495523,-0.069356,1.026633,0.752464,-1.206789,-0.214701,-0.832719,0.007661,0.816727,-0.450574,0.854325,12.58,0,Uber,Travel,
26150,1.377313,0.824855,-0.170357,-0.769529,0.214968,-0.440321,-0.501918,-1.225015,-0.039526,-0.590290,-2.036100,1.734421,0.968504,0.821405,-0.699478,-0.281502,1.237319,0.121651,1.140148,-0.198883,-0.168126,-0.652457,-1.086911,-0.955404,-1.349462,-0.107570,0.504105,-1.320489,5.13,0,Stake,Investment,Membership fee
26482,1.446200,-0.569255,0.428619,-1.102126,-1.183196,0.755051,0.328798,0.660416,0.771781,-2.120541,-1.705618,0.990652,-1.489648,-1.525233,0.326563,-0.702914,-0.548712,-0.952718,0.031116,1.028318,-0.779957,1.065188,-0.718218,0.478373,0.027794,-0.598966,1.594446,-0.010001,5.79,0,Aldi,Food,
27347,0.536615,-0.825707,-0.184766,-1.895430,1.399945,-1.843648,0.387406,1.001076,-0.216439,1.238966,2.433043,1.538792,-0.947082,-0.180507,-0.846758,0.124202,1.135307,-1.765679,0.657694,-0.255688,-0.018908,-1.703502,-0.436644,-1.830652,-0.602620,1.345067,-0.264098,1.138627,65.84,0,McDonald's,Food,
27756,0.581571,-0.202764,-0.167040,0.532565,-3.223081,2.711854,-0.822160,-0.568323,0.350435,-0.913590,-0.034725,-1.847806,1.316092,-0.572457,0.040899,0.637477,0.065687,0.556706,-0.014103,-1.136689,-0.163798,-0.313380,-0.949420,-1.272107,0.765958,0.651106,-0.602935,0.474101,10.67,0,Officeworks,Other,
27816,-1.543685,0.939335,-0.899564,0.633704,-0.795035,0.744594,2.315335,-1.015342,-0.819847,0.213845,-0.848099,0.383954,1.647969,1.654385,-0.165798,0.412983,1.257947,0.145504,0.165180,0.116744,1.120458,1.541782,1.562315,0.692148,1.841990,-0.061407,0.440768,-0.235798,322.76,0,Translink,Travel,
27923,-1.181753,-0.315231,-0.164785,-0.707323,0.363094,0.751551,-0.010298,-0.296694,0.416911,-1.027405,0.268361,-0.054941,-1.053246,0.003831,-2.020563,-1.168740,-0.056848,-0.411170,1.219921,-0.763535,-0.018541,1.199048,0.092612,-1.537628,0.641168,0.020437,-0.072698,-0.440835,13.31,0,KFC,Food,Membership fee
28264,-0.381486,2.579648,-1.358210,-1.791750,1.801862,-0.070673,-1.529291,0.228272,0.720818,-0.192968,-1.136701,1.485387,-0.226615,-0.886127,-0.785220,-0.514369,1.301860,-0.274269,0.293292,-0.305995,1.093836,-1.039416,0.888460,-0.472826,1.434435,0.270323,0.169335,-0.638736,41.58,0,Subway,Food,
28624,-0.253957,1.586546,-0.035919,1.026961,0.023713,0.297951,0.324506,2.043920,-0.134705,0.863641,-2.077150,-0.233257,-0.741489,0.448471,1.236484,-1.176423,-0.619010,-0.542535,2.741506,-0.495615,-2.821094,-0.481844,2.140082,0.292391,0.019843,0.437860,-1.118825,0.775931,21.60,0,Airbnb,Travel,
28818,0.491078,-0.839649,1.118749,-0.171140,-0.895950,1.076921,-0.835495,0.371801,-1.794432,1.820807,-1.634031,-1.165356,-1.717788,-0.308195,-3.505033,0.554069,-1.439136,0.466736,0.292933,-2.542705,1.179527,0.656656,-0.235346,-0.853124,1.207740,-0.445068,-0.819386,-0.428231,18.75,0,Guzman y Gomez,Food,
29235,-0.435676,-0.364671,0.914021,-0.021538,0.474997,-1.743344,-0.806592,0.212973,-0.152607,0.195817,-1.159980,0.026888,-2.712862,1.079015,0.548521,0.659427,0.239378,0.215920,-2.135261,-0.538434,0.009240,-1.462248,1.084088,1.385251,0.285608,0.071766,0.396563,1.301681,6.72,0,Big W,Other,Recurring subscription
30246,-0.814452,0.578923,0.057590,0.033932,1.455833,-2.005704,-0.957786,1.000806,0.159140,-2.129689,0.408125,0.524585,0.998898,-0.503928,-0.105634,0.533674,-1.554158,-1.293907,-0.620560,1.114419,-0.149889,1.719139,1.811384,2.951773,-0.559777,-0.476357,-0.684957,1.797671,10.70,0,KFC,Food,In-store payment
30510,0.551422,-0.161132,0.702880,0.719224,0.443005,0.556408,0.228325,-0.446126,1.141449,0.191988,0.832789,-0.477312,0.275986,0.716808,1.379030,-0.793237,-0.220119,-0.453462,1.914020,0.909717,0.180395,-1.375324,0.358248,0.460966,-0.374130,1.281186,-0.496335,0.228247,285.03,0,Steam,Entertainment,Card present
30579,-0.115025,0.472144,-0.255103,-0.883266,2.581713,-2.378472,-0.023267,-0.043987,0.279007,-1.326944,-0.312268,-2.134690,-0.665264,1.336057,0.526676,-0.745314,0.220891,-1.332231,0.899711,0.156071,-0.267774,0.986312,1.182497,1.226589,0.134962,-0.610556,0.387146,-1.022080,24.84,0,Hertz,Travel,
30644,0.387635,-0.769743,0.529292,-0.809289,-0.319465,0.497441,1.970032,-1.396510,0.512194,-0.899273,-0.149498,-0.655540,0.464710,-1.683592,0.551853,0.484785,1.093113,-0.075527,-1.421968,-0.639149,2.262843,-0.774391,-0.395726,0.661833,-0.501067,1.163453,-1.008968,-0.375031,19.51,0,IGA,Food,Online purchase
30842,-0.238269,0.008842,1.128497,0.846219,-1.265116,-0.640021,1.305419,1.488484,0.642587,0.111984,0.002065,0.440904,0.656449,0.773771,1.193063,-1.665752,1.483153,-0.664882,1.454424,-0.230691,-0.074724,-0.642606,0.219632,0.547175,0.074567,0.066980,1.166801,-0.050034,3.26,0,Coles,Food,Direct debit
31230,-0.925286,1.346568,0.558569,-0.018949,0.701589,1.528481,0.275735,0.083514,0.990836,0.585272,0.465250,-0.804474,-0.366030,-0.496812,-0.387425,-1.407747,-2.189992,-1.315487,1.422830,-0.514121,0.759208,-0.005259,0.598312,0.438209,1.346832,-1.165446,-0.728419,-0.592065,2.43,1,Premium Goods Online,Other,Manual review
31346,0.606160,-0.337849,-0.209649,-0.545651,-1.010146,-0.943824,1.187623,1.544192,1.379288,1.056947,-0.246038,0.570210,-0.771626,-0.269601,0.430323,-0.451551,0.536028,-0.571781,0.587280,0.344110,-1.304023,-0.414362,-0.833957,0.267878,-0.763639,0.779169,0.667206,-0.902070,24.75,0,Ray White Property,Rent,
31359,0.363507,1.241801,-1.781625,-1.118071,-0.403284,-1.058249,0.258860,-0.270762,0.577617,-0.650286,1.081583,-0.281353,0.215358,-0.576773,0.900091,-1.149170,-0.601634,-0.022615,0.902010,1.253112,-0.635968,0.864377,0.899365,0.285700,-0.638602,0.301594,0.090563,0.038353,109.88,0,Bunnings,Other,
31514,-0.187900,0.285996,-0.250104,0.414218,0.583827,-1.108868,-0.076803,0.878156,-0.389093,0.196885,-1.259503,-0.392059,1.331344,0.647180,1.566887,0.636322,-0.814088,1.036109,-0.217568,1.079884,-1.674661,-0.324927,0.660272,-1.190943,-0.504564,1.011135,1.448282,0.218751,25.58,0,Allianz,Insurance,Tap to pay
31703,1.398077,0.053853,0.463869,-0.623124,-0.910638,-0.266717,0.496357,0.731209,0.095320,-0.737389,1.820505,0.123736,-0.961962,-1.426150,0.222367,-0.183977,-0.003966,1.005687,-0.151980,-0.648126,0.143235,0.108669,-1.074989,1.166139,2.978946,0.017523,-1.197959,-0.806925,7.16,0,BP Service Station,Travel,Auto-renewal
32518,0.270045,-1.526202,-1.362288,-0.438070,-1.553263,1.154753,0.658803,1.107063,0.763002,0.142870,0.152891,0.428403,-0.786372,0.140515,0.037161,-0.462406,1.858866,-2.193528,-1.828259,-0.169582,-0.350577,-0.253778,-0.233352,0.271393,0.349351,-1.533902,-0.588335,1.107949,12.94,0,Subway,Food,
32525,0.068808,1.160691,0.806936,0.974936,-0.258038,-0.699194,-0.703042,-1.031302,0.139965,0.752235,0.171240,-0.597576,1.056397,1.775783,0.790874,0.379333,0.395723,-0.084097,-0.322781,-0.925198,2.403665,0.647227,-0.004502,-1.020176,1.183824,-0.460932,-0.591279,-0.266023,84.72,0,eBay AU,Other,Direct debit
33190,1.282734,1.509359,1.832502,-1.172034,1.405210,1.520532,-0.198175,0.924995,-1.280935,1.005184,-0.005506,-0.210205,0.911673,0.264055,-0.706390,0.563954,-0.007499,0.600215,0.174294,-1.338240,0.023004,-0.103513,0.490889,-0.764381,-2.326981,0.899976,-1.414717,0.249995,20.16,0,LJ Hooker Rentals,Rent,
33737,-1.070334,2.244177,-1.263251,-1.266719,-0.991309,1.139072,-0.204743,-0.301409,1.958421,-0.564338,-0.025220,0.190071,0.357317,-1.281155,-0.041741,0.210002,0.261825,-0.911534,-0.682145,-0.222161,-0.209694,0.062661,1.224051,0.778897,-0.452421,0.846773,-1.514849,-0.572916,20.89,0,Raiz,Investment,
33931,-0.776499,-2.091973,0.322818,0.540196,-0.690009,-1.061901,-0.792741,0.544544,-0.989426,-0.187679,0.850891,-2.108991,1.139806,1.624501,0.250222,0.090083,-0.854933,0.673757,1.133426,-0.621148,1.424564,0.931222,-0.896638,-1.877544,0.962701,-1.158465,-0.941413,-0.010739,138.16,0,McDonald's,Food,Tap to pay
34153,1.177076,-0.487767,-1.534005,-0.368258,-0.513012,0.141247,-1.099059,-1.356635,-0.614018,1.264641,0.087179,1.335954,0.468623,0.719348,-0.783866,1.393807,0.404930,1.698314,0.818644,1.480874,-1.673581,-0.357764,-0.036205,0.547250,1.652787,0.740545,-0.114087,-0.336090,4.17,0,AGL Energy,Utilities,Direct debit
34308,-1.521569,-1.397810,0.274890,1.320772,-0.386963,1.271130,-0.184938,-0.643914,1.334539,0.025515,0.341151,1.100996,-1.404191,0.438549,0.506110,1.198162,-0.394592,0.838888,0.926950,0.048583,-0.433135,-1.769405,2.463019,-0.420725,-0.349121,-0.119857,0.011337,-0.016427,41.09,0,Netflix,Entertainment,
34378,-1.466066,0.014304,0.736456,0.271937,-0.074919,-0.022229,0.292662,-1.063240,2.063949,0.980428,0.432369,-1.344652,0.485857,0.985557,-1.190559,0.192035,-1.192002,0.863180,-1.180238,-0.824916,1.850796,1.925366,-0.895264,-1.261187,0.542016,-0.614963,-1.315072,-0.991605,35.12,0,Hungry Jack's,Food,Tap to pay
34476,-0.515808,-0.685918,2.148594,-1.392017,0.871672,-1.562927,-1.405873,1.267981,0.022361,0.270559,-0.389216,1.733458,-0.119740,-1.720683,-0.179533,-0.268391,0.214298,0.483987,-1.224460,0.538385,-0.794362,-0.428734,-0.277936,1.191575,-1.190039,-0.266174,1.040849,-0.869953,186.65,0,Guzman y Gomez,Food,
34734,0.987754,1.104632,-0.048642,1.786580,-0.405162,-2.187576,2.287928,0.974291,-0.757970,-0.891208,-0.415561,2.012149,0.482554,0.656763,1.123656,-0.607695,1.281008,0.343550,-2.166835,-1.706182,-1.217540,-0.726256,0.020120,0.215061,0.098395,0.047493,0.211446,1.367735,23.83,0,Chemist Warehouse,Other,Auto-renewal
35100,-1.379693,0.858253,-0.731609,0.237421,1.033308,0.328383,-2.397024,1.111336,-0.370040,-0.984886,-1.706799,1.717240,-1.021708,0.377903,0.634602,1.241597,-1.800257,0.306677,-0.404990,0.679538,1.439810,2.270760,-0.910025,1.021731,-1.692492,-0.619037,-1.351851,-2.664795,144.01,0,Apple TV+,Entertainment,In-store payment
35102,-0.088986,1.427144,-1.186171,-0.456164,-0.252994,-0.179413,-1.731351,0.279805,-0.427274,-0.555297,1.723475,-1.061681,-2.336060,2.685679,0.026692,0.684575,1.554245,-1.711962,-1.169315,-0.368604,1.039877,0.092537,1.746399,-0.138060,-1.399519,1.628636,0.448727,-0.647157,66.25,0,Amazon AU,Other,Direct debit
35443,0.211078,-1.485400,0.731548,-0.097544,0.045436,-1.767456,-0.059613,-0.329469,-2.273796,-0.173597,-0.254812,-0.885333,-1.949366,0.437048,0.898289,-0.505232,-0.759741,-1.058382,0.106523,1.128297,0.732993,-1.562058,1.201724,-1.063655,0.369320,0.597511,-1.828528,1.231585,5.42,0,Starbucks,Food,
35532,1.046871,0.206392,0.321221,0.363601,0.081918,0.376256,0.746371,-1.004807,-1.019857,1.233850,0.915671,0.294697,-0.635852,1.219974,1.086856,0.643489,1.562659,-0.014495,0.773742,-0.347006,0.554331,-0.394378,-0.241183,-0.497567,-1.307928,-1.165513,-0.183496,0.489557,49.50,0,Big W,Other,Membership fee
35625,0.760324,-0.108945,-0.071892,0.055666,-0.794392,0.710019,-0.988948,1.538273,0.574589,0.352104,0.753109,-1.058004,0.593522,1.467321,-0.305679,0.002076,1.575296,0.282391,1.242891,-1.024548,-0.666163,-0.708876,-0.593188,-0.526594,-1.849476,0.380703,1.513859,-0.166316,8.52,0,Hungry Jack's,Food,
35900,0.483261,1.942800,1.756610,-0.681569,0.253305,-1.190065,0.951963,-1.298561,1.484225,0.752025,0.525234,0.452743,0.436241,3.180172,-1.084432,-0.065732,-0.642641,-0.310746,-0.595670,-1.020436,-1.036290,-0.083360,-2.451481,1.586855,0.167742,0.984613,-0.072962,-0.377568,9.24,0,Apple TV+,Entertainment,
36031,0.364844,1.518842,-0.227441,-0.750376,1.193700,-0.267890,-0.093529,-0.089135,-2.154820,0.913470,-0.609884,-0.037753,-1.802801,0.421205,0.936317,-0.091081,-0.034684,0.561039,-0.217193,0.169956,0.150042,0.222199,-1.755391,-1.588433,-0.122755,1.305697,1.359579,-1.249572,14.36,0,Steam,Entertainment,
36070,2.804684,-0.255113,-2.576498,-0.654615,-0.972496,-1.262897,0.684188,-0.075254,0.693158,-2.346584,-0.959991,-0.806431,-0.979839,-0.114439,-2.289100,1.539062,1.707154,0.526257,-0.326897,-0.353351,-0.533850,-0.617734,-0.404958,-0.216769,-1.537930,1.067595,0.010251,-0.053870,30.35,0,Tech Solutions Pty Ltd,Salary,
36233,-0.270283,-0.663661,2.484201,-1.273099,0.069940,-1.948051,0.174886,0.662051,-0.943208,-0.825892,-0.251229,-0.289995,1.055562,0.383392,0.435564,-0.688445,-0.207381,-0.624324,-0.481401,-0.489380,-1.649102,-0.455488,-0.493682,0.800709,-0.270393,0.363033,-1.633081,1.365386,56.05,0,KFC,Food,Recurring subscription
36542,-0.164309,-3.132737,0.257903,1.048074,0.939829,-0.260848,1.214685,0.009980,0.700763,1.328016,0.136936,0.620957,0.205053,-1.135346,-0.470622,0.871254,0.794177,-0.688586,2.024105,-0.424255,0.043923,-0.393349,-0.916270,-1.020092,-0.488728,-0.367597,-0.812200,-0.521359,23.99,0,Virgin Australia,Travel,
36689,2.034300,0.596780,-0.043874,1.213036,-0.364581,1.021945,0.194243,-0.796149,0.225831,1.458118,2.143317,0.528954,0.069724,-1.724852,-0.188804,-0.602614,-0.282949,0.012696,-0.920045,0.553307,-0.620156,-0.438318,-0.484439,-0.168058,-0.948384,1.339265,-0.860929,-0.849046,61.71,0,Event Cinemas,Entertainment,
36748,0.883326,-0.737314,-0.705448,0.381325,1.239007,0.675275,-0.389628,0.679942,-0.240562,-0.434465,0.896918,-0.391915,-0.547766,1.996247,-0.188669,-0.982216,1.754565,0.649562,-0.189886,-0.433885,-0.989171,0.087083,1.578801,-0.341208,2.354438,0.137948,1.316638,-1.263250,4.24,0,eBay AU,Other,
36913,0.000552,2.283576,0.252434,0.553042,-0.673572,-0.622331,0.059763,-1.788752,0.861095,-0.840597,0.036628,-1.300013,-1.439440,-1.308861,1.158460,3.166701,0.421096,0.910218,-0.427336,-0.407125,-0.853195,1.467332,-0.392988,1.464874,0.566870,0.848658,-0.854264,-0.084636,38.78,0,Ticketmaster,Entertainment,Recurring subscription
37082,-1.440094,-0.228562,0.379112,2.827240,-0.923655,-0.199610,-0.339868,0.366775,-0.395323,0.413239,1.765606,2.841074,0.051976,-0.186092,0.066635,-2.225606,-1.002338,-0.255874,-0.345086,0.162481,-1.011784,-0.304826,-0.680818,0.118589,-1.588295,0.236888,0.435591,0.780679,90.42,0,Uber,Travel,
37343,-0.142394,0.874024,1.121076,-0.231354,-0.997211,-0.875828,-0.025893,1.397450,-0.337360,-1.077038,0.869042,1.607196,2.378730,0.447116,-0.862019,-1.729848,-0.414554,0.043624,0.577365,-0.539468,-0.472259,0.130648,-0.642136,-1.370376,2.083979,-0.998053,0.978863,0.393526,103.64,0,KFC,Food,Tap to pay
